name,phone,website,website_status,city,state,rating,reviews,quality_score
"Peterson Disposal Service","+1 309-521-8323","http://www.petersondisposal.com/","reachable","Andover","Illinois",4.7,13,0.85
"Springfield Iron & Metal Co","+1 217-525-1206","http://www.recyclespringfield.com/","reachable","Springfield","Illinois",4,23,0.85
"Rhythm Dumpster Rentals","+1 309-215-2073","http://www.rhythmdumpsterrentals.com/","reachable","Toulon","Illinois",5,7,0.85
"Jakacki Bag & Barrel","+1 800-760-3786","https://www.jakackibarrels.com/","403","Chicago","Illinois",4.3,8,0.85
"Chicago Dumpster Rentals","+1 773-232-2666","https://chicagodumpsterrentals.net/","reachable","Lincolnwood","Illinois",5,6,0.85
"City of Mesa Solid Waste Division","+1 480-644-2221","https://www.mesaaz.gov/Utilities/Trash-Recycling","reachable","Mesa","Arizona",2.7,46,0.85
"Springfield Dumpster Rental","+1 413-216-2434","https://www.dumpsterrentalsspringfield.com/","reachable","Springfield","Massachusetts",5,6,0.85
"Ultimate Dumpsters","+1 866-858-3867","https://ultimatedumpsters.com/","reachable","Oceanside","New York",4.3,None,0.85
"Verde Roll Off Dumpster Rental and Demolition LLC.","+1 928-300-9899","https://www.verderolloff.com/","reachable","Camp Verde","Arizona",4.2,None,0.85
"Pokey Dumpster Rental - Garbage Services","+1 208-668-3939","https://wasteerasepokeydumpster.com/pokey-dumpster-rental-pocatello/","reachable","Pocatello","Idaho",5,6,0.85
"Idaho Storage Containers","+1 208-761-4165","http://idahostoragecontainers.com/index.htm","reachable","Boise","Idaho",4.9,19,0.85
"Raggio Excavating & Roll Off","+1 479-675-4697","http://www.raggioexcavating.com/","403","Booneville","Arkansas",4.6,15,0.85
"Carey's Disposal Services","+1 217-623-5693","https://www.careysdisposal.org/","reachable","Mt Auburn","Illinois",4.4,34,0.85
"Dumpster Rental Champs","+1 865-252-7699","https://www.dumpsterchamps.com/dumpster-rental-memphis-tn","reachable","Memphis","Tennessee",5,7,0.85
"Marck Waste","+1 479-282-1090","http://www.marck.net/","reachable","Lowell","Arkansas",5,5,0.85
"Accurate Recycling Corp - Dumpster Rental & Commercial Recycling","+1 610-623-7772","https://accuraterecycling.com/","reachable","Lansdowne","Pennsylvania",4.1,None,0.85
"Regal Dumpsters","+1 870-558-6233","https://theregaldumpstercompany.com/jonesboro-ar/","404","Jonesboro","Arkansas",5,16,0.85
"Franco Roll Off Dumpster Service","+1 562-824-0099","http://francorolloffs.com/","reachable","Lynwood","California",4.3,None,0.85
"Big Up Dumpsters","+1 479-974-5435","https://bigupdumpsters.com/fortsmith-ar/","reachable","Fort Smith","Arkansas",5,14,0.85
"LACC SWAP","None","http://laccswap.com/","reachable","Los Angeles","California",4.3,1121,0.85
"Huff Trash Services","+1 501-306-5214","http://hufftrashservices.com/","reachable","Morrilton","Arkansas",4.7,13,0.85
"American Reclamation  Inc. - Los Angeles Dumpster Rental","+1 888-999-9330","https://www.americanreclamation.com/%3Futm_source%3Dgooglemybusiness%26utm_medium%3Dorganic%26utm_campaign%3Dgmb4","404","Los Angeles","California",2.7,43,0.85
"Quality Waste Services  Inc.","+1 323-510-7801","https://www.qualitywaste.com/","reachable","Los Angeles","California",4.2,5,0.85
"Easy Dumpsters","+1 562-655-8101","https://easydumpsterco.com/fort-lauderdale-fl","404","La Mirada","California",5,15,0.85
"America's Bin Company","+1 888-500-9007","http://www.abcdumpster.com/","reachable","Sun Valley","California",4.3,None,0.85
"Florida Trash Box","+1 954-477-1084","http://floridatrashbox.com/","timeout","Hollywood","Florida",5,16,0.85
"Junkcat","+1 510-586-5228","https://www.junkcat.com/","reachable","El Cerrito","California",4.9,46,0.85
"Junk Wizard","+1 408-832-3933","http://www.junk-wizard.com/","403","San Jose","California",4.6,10,0.85
"Gavin Dumpster LLC","+1 510-476-9194","http://treemasterspro.us/","error:ClientConnectorDNSError","Berkeley","California",5,8,0.85
"Michael Anthony Properties Inc","+1 619-220-8317","https://www.michaelanthonyproperties.com/","reachable","San Diego","California",4,21,0.85
"A+ Junk Cleanup Service","+1 650-670-4646","http://aplusjunkcleanup.com/","reachable","San Bruno","California",5,11,0.85
"BrackenBox Roll Off Service  Inc","+1 708-339-4100","https://brackenbox.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp_markham_il_60428","error:TooManyRedirects","Markham","Illinois",4.1,None,0.85
"Safeco Cleanout","+1 279-236-1658","https://safecocleanout.com/","reachable","Sacramento","California",5,5,0.85
"Simple Dumpsters","+1 626-602-7323","https://simpledumpstercompany.com/el-monte-ca/","404","El Monte","California",5,18,0.85
"East Valley Recycling & Transfer","+1 909-275-7117","http://www.burrtec.com/","403","San Bernardino","California",3,36,0.85
"Roll Off America Aurora Colorado","+1 720-785-4001","http://rolloffamericadumpsters.com/","reachable","Aurora","Colorado",4.5,8,0.85
"Dumpster Rental Stockton Giants","+1 209-233-6665","https://dumpsterrentalstocktongiants.com/","reachable","Stockton","California",5,7,0.85
"United Disposal","+1 928-636-5203","https://uniteddisposal.com/","reachable","Paulden","Arizona",4,None,0.85
"Cendecon","+1 877-800-8110","https://cendecon.com/","reachable","Los Angeles","California",4.4,13,0.85
"Laredo House Apartments","+1 720-757-2498","http://www.laredohouseapartments.com/","403","Aurora","Colorado",2.9,24,0.85
"Carlo Minuto Carting","+1 845-353-5678","https://carlominutocarting.com/","reachable","West Nyack","New York",4,24,0.85
"DenverSiteWorks Dumpsters Fencing Restrooms","+1 410-989-1876","http://www.denversiteworks.com/","reachable","Rosedale","Maryland",4.3,30,0.85
"Rapid Dumpsters","+1 562-469-5066","https://rapiddumpsterco.com/downey-ca/","error:ClientConnectorDNSError","Downey","California",5,17,0.85
"Direct Waste Services","+1 973-242-8008","http://directwasteservices.com/","403","Newark","New Jersey",2.5,28,0.85
"Wayne's Rolloffs","+1 203-269-1631","http://waynesrolloffs.com/","405","Wallingford","Connecticut",4.4,7,0.85
"McDonald Farms Enterprises","+1 719-751-7978","https://mcdonaldfarmsinc.com/","reachable","Denver","Colorado",3.4,25,0.85
"Grifols Biomat USA - Plasma Donation Center","+1 303-367-9660","https://www.grifolsplasma.com/en/-/aurora-co%3Futm_source%3Dgmb%26utm_medium%3Dyext%26y_source%3D1_MjY4NDQ4NjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D","reachable","Aurora","Colorado",4.2,None,0.85
"Nick's Carting  Inc","+1 203-367-5461","http://nickscarti54613661-735082-sml-1.hibustudio.com/","error:ClientConnectorDNSError","Bridgeport","Connecticut",2.7,46,0.85
"Big Reuse","+1 718-725-8925","https://bigreuse.org/","reachable","Brooklyn","New York",4.3,None,0.85
"Eco-Rental Solutions","+1 619-655-4662","http://www.eco-rentalsolutions.com/","error:ClientResponseError","San Diego","California",4.3,7,0.85
"Cherry Hill Construction Inc.","+1 203-488-7929","http://www.cherryhillinc.com/","reachable","North Branford","Connecticut",4.2,None,0.85
"Naugatuck Recycle Center","+1 203-720-7073","http://www.naugatuck-ct.gov/public-works/refuse-recycle","404","Naugatuck","Connecticut",4.4,22,0.85
"Central Connecticut Resource Recovery","+1 860-426-8585","http://cttransferstation.com/","reachable","Southington","Connecticut",4.7,7,0.85
"Berkshire Rolloff","+1 413-770-6066","https://berkshirerolloff.com/contact","403","Lenox","Massachusetts",5,18,0.85
"Andrade Recycle","+1 203-730-8971","http://andraderecycle.org/","error:ClientConnectorDNSError","Bethel","Connecticut",4.2,None,0.85
"A.J. Novella Roll-Off Services  Danbury","+1 203-456-4061","https://www.ajnovellainc.com/dumpster-rental-services-danbury-ct/%3Futm_campaign%3DGMB%26utm_medium%3Ddanbury","reachable","Danbury","Connecticut",5,17,0.85
"Allied Sanitation Inc","+1 860-589-6944","https://alliedsanitationservices.com/","reachable","Bristol","Connecticut",5,7,0.85
"Hayes Dumpster Services","+1 860-739-2273","https://hayesdumpsters.com/","reachable","Oakdale","Connecticut",5,7,0.85
"1-800-PACK-RAT","+1 800-722-5728","https://www.1800packrat.com/locations/california/sacramento%3Futm_source%3DGoogle%26utm_medium%3DGoogle_Business_Profile%26utm_campaign%3DSacramento","reachable","Sacramento","California",4.4,None,0.85
"Wuestco Waste Solutions LLC","+1 973-945-8906","http://www.wuestco.com/","reachable","Randolph","New Jersey",5,5,0.85
"The Terra Group","+1 203-417-7109","https://www.terra-services.com/","reachable","Bethel","Connecticut",4.9,7,0.85
"Yard Works Plus","+1 410-820-6414","https://www.yardworksplus.com/","403","Easton","Maryland",4.3,None,0.85
"Bay East Hauling Services & Junk Removal","+1 410-714-8428","https://bayeasthaulingservices.com/","reachable","Centreville","Maryland",5,5,0.85
"Dave's Suburban Disposal Service","+1 908-369-2222","http://davesdisposalservice.com/","403","Hillsborough Township","New Jersey",4,19,0.85
"A J Waste Systems LLC","+1 203-272-1992","https://www.ajwastesystems.com/","reachable","Cheshire","Connecticut",3.2,33,0.85
"Master Dumpsters Escondido","+1 908-365-0623","https://masterdumpsters.com/escondido-ca/","reachable","Escondido","California",4.7,13,0.85
"All Trades Disposal Inc","+1 973-992-6800","http://alltradesnj.com/","reachable","Livingston","New Jersey",5,7,0.85
"Consider It Done Inc","+1 732-257-4300","https://consideritdoneinc.com/","reachable","New Brunswick","New Jersey",5,6,0.85
"J Vinch & Sons Inc","+1 609-883-3644","http://jvinchandsonsinc.com/","reachable","Trenton","New Jersey",4.6,9,0.85
"GPOD Dumpster & Storage Pod Rentals","+1 866-771-4763","http://www.gpodct.com/","reachable","Bridgeport","Connecticut",4.4,16,0.85
"All Waste Control  Inc.","+1 860-873-9005","http://awcmoodus.com/","reachable","East Haddam","Connecticut",4.6,9,0.85
"Speedy Junk and Trash Removal","+1 334-220-6908","https://speedyjunkandtrash.com/","reachable","Montgomery","Alabama",4.6,26,0.85
"J & K Materials & Trucking Inc","+1 334-279-0036","https://www.jandkmaterials.com/","403","Montgomery","Alabama",4.1,14,0.85
"Circle J Roll Offs - Montgomery","+1 334-271-6900","https://circlejroll-offsinc.com/","reachable","Montgomery","Alabama",4.2,10,0.85
"Irby Property Management","+1 251-333-7368","http://www.irbyrents.com/","404","Mobile","Alabama",2.3,42,0.85
"EcoSouth Services","+1 251-675-9800","https://www.ecosouthservices.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgooglebusinessprofile","reachable","Axis","Alabama",2.5,49,0.85
"Prattville Landfill","+1 334-365-4635","https://jettisonenvironmental.com/landfill-services/","403","Prattville","Alabama",4.5,19,0.85
"Tuscaloosa Environmental Services","+1 205-248-4900","https://www.tuscaloosa.com/garbage-trash","reachable","Tuscaloosa","Alabama",4.9,10,0.85
"Industrial Dumpster Services","+1 888-266-8899","https://industrialdumpsterservices.com/","reachable","Montgomery","Alabama",5,9,0.85
"ALASKA WASTE","+1 907-563-3717","https://www.alaskawaste.com/","reachable","Anchorage","Alaska",4.2,None,0.85
"JLD Enterprises LLC","+1 334-300-1500","http://www.jldenterprisesllc.com/","reachable","Auburn","Alabama",3.1,29,0.85
"Full Power Dumpster Rental","+1 623-220-2214","https://www.fullpowerdumpsterrental.com/","reachable","Glendale","Arizona",4.4,None,0.85
"Arizona Roll Off & Front Load Services","+1 480-725-7240","https://www.arizonarolloffservices.com/","reachable","Phoenix","Arizona",4,None,0.85
"Barry Moore Industries","+1 334-393-4264","http://www.barrymooreindustries.org/","reachable","Enterprise","Alabama",4,None,0.85
"Little Tire Hauling  Inc.","+1 334-488-0288","http://www.littletirehauling.com/","reachable","Andalusia","Alabama",5,8,0.85
"Ultimate Junk Removal","+1 626-780-4860","None","no_url","La Cañada Flintridge","California",4.8,45,0.85
"Nandos Hauling & Demo","+1 619-496-3350","None","no_url","San Diego","California",5,31,0.85
"Valley Hauling and Rentals","+1 661-770-5865","None","no_url","Bakersfield","California",5,26,0.85
"Valley Strong Rolloff's Dumpster Rental","+1 209-396-8735","None","no_url","Manteca","California",5,21,0.85
"Strong Man Junk Removal","+1 209-872-8290","None","no_url","Stockton","California",5,40,0.85
"S Star Dumpster Services","+1 720-509-9198","None","no_url","Littleton","Colorado",5,40,0.85
"Daily Roll Off Services LLC","+1 720-276-3724","None","no_url","Commerce City","Colorado",5,22,0.85
"Garys Junk Removal Services","+1 203-519-3715","None","no_url","Waterbury","Connecticut",5,31,0.85
"BILLY D DUMPSTER SERVICE LLC","+1 609-465-5990","None","no_url","Cape May Court House","New Jersey",5,38,0.85
"Max Service nyc","+1 718-450-4747","None","no_url","Brooklyn","New York",5,44,0.85
"JRE Clean-Outs & Construction","+1 908-502-1635","None","no_url","Lyndhurst","New Jersey",4.6,22,0.85
"M.S dump services","+1 863-434-6164","None","no_url","Avon Park","Florida",5,33,0.85
"JunkPro","+1 850-404-4398","None","no_url","Tallahassee","Florida",5,45,0.85
"The Perfect Dump Dumpster Rentals & Junk Removal","+1 561-674-2625","None","no_url","Coconut Creek","Florida",5,36,0.85
"Black Rock Roll Off LLC","+1 706-844-8996","None","no_url","Rockmart","Georgia",5,31,0.85
"Brower Site Services LLC","+1 208-502-3024","None","no_url","Rexburg","Idaho",4.9,41,0.85
"Pete's Dumpster Rental  LLC","+1 208-412-0409","None","no_url","Meridian","Idaho",4.9,40,0.85
"A&M Towing Auto Salvage Inc.","+1 217-528-3258","None","no_url","Springfield","Illinois",4.4,99,0.85
"River City Dump Trailer Rentals","+1 641-512-4245","None","no_url","Mason City","Iowa",5,44,0.85
"Blevins Sanitation Inc","+1 812-944-4856","None","no_url","New Albany","Indiana",4,110,0.85
"Trinity Removal Services","+1 502-657-8400","None","no_url","Louisville","Kentucky",5,44,0.85
"Maverick Rolloffs  LLC Dumpster Rental","+1 601-870-0500","None","no_url","Gulfport","Mississippi",4.9,29,0.85
"Rivers Land Works & Dumpster Rentals","+1 903-702-9865","None","no_url","Waskom","Texas",5,45,0.85
"Junk Superior Junk Hauling","+1 413-273-8078","None","no_url","Springfield","Massachusetts",4.7,23,0.85
"Dumpster King","+1 231-375-9534","None","no_url","White Cloud","Michigan",4.9,27,0.85
"Planet Dumpster Rentals","+1 313-850-3500","None","no_url","Dearborn","Michigan",5,27,0.85
"Driveway Dumpster Solutions LLC","+1 313-266-1262","None","no_url","Dearborn","Michigan",5,30,0.85
"Ockert Property Services LLC","+1 616-427-0678","None","no_url","Byron Center","Michigan",4.7,49,0.85
"TNA Renovations with Transportation LLC","+1 248-515-9186","None","no_url","Roseville","Michigan",4.7,24,0.85
"Capital Junk Removal","+1 517-899-0852","None","no_url","Holt","Michigan",5,34,0.85
"BAG THE JUNK","+1 651-946-6241","None","no_url","Eagan","Minnesota",5,28,0.85
"Tempest AC &Heating","+1 646-798-2956","None","no_url","New York","New York",4.6,43,0.85
"Benjamin Moore Go Greene Hardware","+1 718-855-9575","None","no_url","Brooklyn","New York",4.4,141,0.85
"Rhino Roll-Off Dumpster Rental","+1 505-319-0316","None","no_url","Los Lunas","New Mexico",5,34,0.85
"JGS Recycling & Hauling INC.","+1 518-225-8586","None","no_url","Waterford","New York",4.9,20,0.85
"518 Dumpsters and Materials  LLC","+1 518-528-2994","None","no_url","East Greenbush","New York",5,26,0.85
"Terra Ferma Carting LLC","+1 914-960-3911","None","no_url","North Castle","New York",5,33,0.85
"Ryan's Driveway Safe Dumpster Rentals & Services","+1 315-941-6136","None","no_url","Clinton","New York",5,35,0.85
"BRR services","+1 910-600-1404","None","no_url","Fayetteville","North Carolina",4.8,23,0.85
"Medina Park and Campground","+1 701-659-0515","None","no_url","Medina","North Dakota",4.4,52,0.85
"SH Dumpsters of Central Ohio LLC","+1 740-606-6033","None","no_url","New Holland","Ohio",5,31,0.85
"Metro Disposal LLC","+1 405-990-7160","None","no_url","Jones","Oklahoma",5,48,0.85
"Junk Happens  LLC","+1 918-409-0828","None","no_url","Bixby","Oklahoma",5,28,0.85
"Daniel Shingara Enterprises Inc","+1 570-648-3691","None","no_url","Paxinos","Pennsylvania",4.7,29,0.85
"Heck Construction","+1 717-860-6274","None","no_url","Orrstown","Pennsylvania",5,20,0.85
"A&M Dumpster Rental Solutions Columbia  SC","+1 803-973-2366","None","no_url","Lexington","South Carolina",5,22,0.85
"Ashworth Clean Up Crew Junk Removal","+1 803-445-8900","None","no_url","West Columbia","South Carolina",5,30,0.85
"Coastal Carolina Flea Market","+1 843-797-0540","None","no_url","Ladson","South Carolina",4.2,3389,0.85
"LP Waste Removal","+1 972-765-3075","None","no_url","Dallas","Texas",5,27,0.85
"Next Level Junk Removal","+1 210-334-9639","None","no_url","San Antonio","Texas",5,33,0.85
"DFW JUNK and Trash Pick up Services","+1 817-846-2253","None","no_url","Fort Worth","Texas",5,25,0.85
"Diamondback Waste Services LLC","+1 432-352-7403","None","no_url","Midland","Texas",5,24,0.85
"A Man With A Van/Junk Removal LLC","+1 360-953-2045","None","no_url","Vancouver","Washington",4.5,21,0.85
"North Shore Disposal Services Inc.","+1 217-344-0927","http://northshoredisposalsvc.com/","reachable","Urbana","Illinois",5,None,0.84
"A to Z dumpsters llc","+1 260-403-6944","https://www.atozdumpsters.com/","reachable","Markle","Indiana",5,None,0.84
"Dump It LLC","+1 317-253-3100","https://www.dumpitin.com/","403","Indianapolis","Indiana",5,None,0.84
"Junoll Roll-off Dumpster Service","+1 574-231-9844","http://www.junoll.com/","405","South Bend","Indiana",4.6,None,0.84
"Jack's Trash Service","+1 765-653-2838","https://jackstrashservicegreencastle.com/","405","Greencastle","Indiana",3,108,0.84
"Junk Boys","+1 316-683-5865","http://getridofyourjunk.com/","reachable","Wichita","Kansas",4.7,None,0.84
"Mid-Illinois Dumpster Rentals","+1 217-652-9776","http://www.midumpsters.com/","reachable","Springfield","Illinois",5,None,0.84
"HARDIN SANITATION SERVICE","+1 208-642-2629","https://www.hardinsanitation.com/","reachable","Payette","Idaho",3.3,130,0.84
